Zip Code,City,State,Household Income,White Population,Black Population,Hispanic Population,Size,Overall Crime,Violent Crime,Rent Amount,Average House Price,Price/Rent,Projected Growth (1yr)
90501,Torrance,CA,14607,38.011836452669215%,7.143930062787273%,54.844233484543516%,1666,B+,B,2531.195767195767,979330.6872764323,32.24203029415758,1.2%
45220,Cincinnati,OH,6672,72.28329145728644%,22.275439698492463%,5.4412688442211055%,7633,D-,F,1337.638888888889,320945.3077963671,19.994516112326885,2.0%
60008,Rolling Meadows,IL,8757,67.0098808754271%,3.5229476405946993%,29.467171483978206%,5766,D+,A-,2005.142857142857,291332.89125045337,12.107736289738135,0.7%
38116,Memphis,TN,15239,5.591654841038664%,92.15525182363632%,2.253093335325018%,1781,F,F,1095.398148148148,155515.02542923825,11.830936061326799,2.8%
92646,Huntington Beach,CA,21493,80.19453469965842%,1.3371657085728568%,18.468299591768726%,671,B,A,3210.8865079365078,1326230.9027616305,34.420164532015264,2.1%
53218,Milwaukee,WI,14403,12.388535031847134%,79.89649681528662%,7.714968152866241%,1619,D-,F,1309.6555555555553,146640.51183516838,9.330730206956561,2.1%
76092,Southlake,TX,9431,88.16137812744695%,1.5548678175920057%,10.283754054961035%,2991,C,A,6100.0,1236558.9515386198,16.89288185162049,2.1%
38117,Memphis,TN,11501,83.61325115562404%,11.005392912172574%,5.381355932203389%,4538,D-,D+,1548.9907407407409,282917.32545729284,15.220519508614542,2.1%
60403,Crest Hill,IL,7710,63.224360376120714%,14.252132079597638%,22.523507544281653%,7590,D,D+,1560.5833333333333,252792.0394728847,13.498800633998222,0.6%
33813,Lakeland,FL,13560,77.24348578224674%,5.616823440371932%,17.13969077738134%,2942,A+,A,2074.8901515151515,374939.8552578422,15.058622701224653,2.5%
93637,Madera,CA,11353,35.17644011397374%,2.962918684121386%,61.860641201904876%,1820,B,A,2045.0,389843.7569314187,15.88605366468699,1.6%
53143,Kenosha,WI,8439,67.46039014561774%,12.514882315230333%,20.024727539151936%,5289,D+,D+,1086.111111111111,219063.6084474166,16.80794949724424,0.6%
23321,Chesapeake,VA,14034,55.39241933211216%,40.45934902071298%,4.148231647174862%,2371,B,C,1788.7222222222224,366521.0198407132,17.07555144147187,1.2%
79601,Abilene,TX,7667,64.89400188119528%,12.119238839447217%,22.9867592793575%,4151,F,D,1305.810185185185,190225.4418732822,12.139681812834661,0.4%
92543,Hemet,CA,13473,46.986391621419%,7.744734988754345%,45.26887338982666%,2617,D,C,1831.222222222222,370336.15734146256,16.852868030222496,1.8%
11935,Cutchogue,NY,1208,93.69142033165105%,0.7570295602018745%,5.5515501081470795%,16877,A+,B-,12000.0,1153391.3303424658,8.009662016267123,0.6%
07652,Paramus,NJ,8410,77.81494393668143%,4.291906152831433%,17.89314991048714%,4477,C,B-,4350.0,897692.5495415962,17.19717527857464,0.4%
64029,Grain Valley,MO,7550,93.15187073194191%,3.2990285659324803%,3.5491007021256133%,5891,A,A,1565.4166666666667,332492.75691673375,17.69990720876943,1.2%
55454,Minneapolis,MN,3611,26.17483577564427%,70.81859525012632%,3.006568974229409%,10651,F,F,1875.0,172354.03400808075,7.660179289248034,-0.6%
85746,Tucson,AZ,15570,34.26737027264732%,2.244503078276165%,63.48812664907651%,1251,B,B-,1759.111111111111,286865.1213587257,13.589492232127608,2.5%
86429,Bullhead City,AZ,4021,85.74955908289242%,1.422692533803645%,12.827748383303938%,10872,A,B+,1549.5,401153.9336531095,21.5743752636931,1.6%
87110,Albuquerque,NM,18112,58.42907121092428%,2.9206635819884887%,38.65026520708724%,1885,D,D,1378.739898989899,308186.3300418468,18.62729452376721,3.1%
74135,Tulsa,OK,9455,83.37975858867223%,7.20171773444754%,9.418523676880222%,6262,D-,D-,1326.6666666666667,254171.67335990528,15.965557371853347,2.1%
32832,Orlando,FL,10788,51.996918701114005%,5.664849490400569%,42.338231808485425%,4126,B,F,2215.662724014337,545282.7974877135,20.508641785355998,2.3%
98110,Bainbridge Island,WA,9850,96.04925148374524%,0.25688723536185665%,3.6938612808929046%,4929,B+,C,3124.2380952380954,1192381.657060581,31.804598452285763,1.6%
85016,Phoenix,AZ,18559,67.20428735485517%,3.9326272808472633%,28.863085364297564%,2653,D+,C-,1778.520879120879,526000.268629529,24.645960715847316,3.0%
90068,Los Angeles,CA,11740,80.25062656641605%,7.112781954887218%,12.636591478696744%,5907,D+,D,3045.6925366300366,1778968.550245335,48.674440182048826,1.2%
